name,apparition,affiliations,occupations,origin,status,height,weight,bloodtype,fruit.name,devilfruit.type,residence,bounty,key,haki.observation,haki.armament,haki.conqueror
Tamagon,325.0,frankyfamily,dismantler,,Alive,,,,,,water7,,tamagon,0.0,0.0,0.0
Tank Lepant,706.0,rikufamily,armycommander,,Alive,,,,,,,,tanklepant,0.0,0.0,0.0
Tansui,197.0,macropirates,pirate,grandline,Alive,,,,,,ryugukingdom,,tansui,0.0,0.0,0.0
"Taralan , Tararan",452.0,thrillerbarkpirates,generalzombie,,Deceased,,,,,,thrillerbark,,"taralan,tararan",0.0,0.0,0.0
Taro,0.0,rogerpirates,pirate,,Unknown,,,,,,,,taro,0.0,0.0,0.0
Taroimo,523.0,karakuriisland,cyborganimal,,Alive,,,,,,,,taroimo,0.0,0.0,0.0
Tashigi,96.0,marines,captain,eastblue,Alive,170.0,,S,,,g-5,,tashigi,1.0,1.0,0.0
Tea IV,823.0,levely,king,,Alive,,,,,,eigiskingdom,,teaiv,0.0,0.0,0.0
Tell,,,carpenter,eastblue,Alive,,,,,,cocoyasivillage,,tell,0.0,0.0,0.0
Tenjo-Sagari,980.0,beastspirates,gifter,,Alive,,,,White Snake Smile,Artificial Zoan,,,tenjo-sagari,0.0,0.0,0.0
Tensei,1054.0,marines,directorofthemarinebureauofinvestigation,,Alive,,,,,,,,tensei,0.0,0.0,0.0
Tera,,,,,Deceased,,,,,,,,tera,0.0,0.0,0.0
Terracotta,213.0,arabastakingdom,royalheadchef,,Alive,,,,,,,,terracotta,0.0,0.0,0.0
Terry,223.0,,bartender,,Alive,,,,,,mocktown,,terry,0.0,0.0,0.0
Terry Gilteo,440.0,revolutionaryarmy,revolutionaryarmyintelligencecontroller,,Alive,,,,,,,,terrygilteo,0.0,0.0,0.0
Thalassa Lucas,142.0,ilisiakingdom,king,,Unknown,,,,,,,,thalassalucas,0.0,0.0,0.0
Thanklin,557.0,brook,thief;manager,,Alive,,,,,,kenzanisland,,thanklin,0.0,0.0,0.0
Thatch,440.0,whitebeardpirates,4thdivisioncommander,northblue,Deceased,,,,,,,,thatch,0.0,0.0,0.0
Thormann,1117.0,giantwarriorpirates,pirate,,Alive,,,,,,elbaph,,thormann,0.0,0.0,0.0
TibbanyElizabeth,543.0,kamabakkakingdom,okama,,Alive,,,,,,,,tibbanyelizabeth,0.0,0.0,0.0
Tilestone,323.0,galley-lacompany,dockoneforeman,grandline,Alive,255.0,,S,,,water7,,tilestone,0.0,0.0,0.0
Toad Boingnosuke,909.0,,,,Alive,,,,,,wanocountry,,toadboingnosuke,0.0,0.0,0.0
Togare,628.0,neutralcivilian,,grandline,Alive,,,,,,coralhill,,togare,0.0,0.0,0.0
Tokijiro,929.0,,,,Alive,,,,,,wanocountry,,tokijiro,0.0,0.0,0.0
Tokikake,907.0,marines,viceadmiral,,Alive,,,,,,,,tokikake,0.0,0.0,0.0
Toko,927.0,kouzukihiyori;shimotsukifamily,kamuro,,Alive,89.0,,F,,,,,toko,0.0,0.0,0.0
Tom,352.0,tom'sworkers,shipwright,grandline,Deceased,296.0,,F,,,water7,,tom,0.0,0.0,0.0
Tomato Gang,179.0,easteregg,debtcollector,,Alive,,,,,,,,tomatogang,0.0,0.0,0.0
Tonjit,304.0,nomads,nomad;stiltwalker,grandline,Alive,118.0,,F,,,,,tonjit,0.0,0.0,0.0
Tony Tony Chopper,134.0,strawhatpirates,doctor,grandline,Alive,90.0,,X,Human-Human Fruit,Zoan,sakurakingdom,50.0,tonytonychopper,0.0,0.0,0.0
Topknot,101.0,poseidon,,,Alive,,,,,,calmbelt,,topknot,0.0,0.0,0.0
,,,,,,,,,,,,,,0.0,0.0,1.0
Torasaburo,815.0,,,,Deceased,,,,,,,,torasaburo,0.0,0.0,0.0
Tosa,1089.0,marines,viceadmiral,,Alive,,,,,,,,tosa,0.0,1.0,0.0
"Toto ,Toh-Toh ,Tu-tu",163.0,koza,yubavillager,,Alive,,,,,,yuba,,"toto,toh-toh,tu-tu",0.0,0.0,0.0
Totts,498.0,bonneypirates,fishmonger,southblue,Alive,,,,,,sorbetkingdom,,totts,0.0,0.0,0.0
Trafalgar D. Water Law,498.0,heartpirates,piratecaptain,northblue,Alive,191.0,,F,Op-Op Fruit,Paramecia,flevance,200000000.0,trafalgard.waterlaw,1.0,1.0,0.0
Trafalgar Lammy,762.0,,,,Deceased,,,,,,flevance,,trafalgarlammy,0.0,0.0,0.0
Trebol,700.0,donquixotepirates,pirateexecutiveofficer,northblue,Alive,349.0,,F,Stick-Stick Fruit Sticky-Sticky Fruit,Paramecia[5],downsspidermilesdressrosa,99000000.0,trebol,1.0,1.0,0.0
Tristan,795.0,mokomodukedom,nurse,,Alive,,,,,,zou,,tristan,0.0,0.0,0.0
Tsukimi,448.0,moon,scientist,,Deceased,,,,,,,,tsukimi,0.0,0.0,0.0
Tsunagoro,947.0,ninja-pirate-mink-samuraialliance,yakuzaboss,,Alive,,,,,,,,tsunagoro,0.0,0.0,0.0
Tsuru,234.0,marines,viceadmiral,northblue,Alive,204.0,,X,Wash-Wash Fruit,Paramecia,,,tsuru,1.0,1.0,0.0
Tsuru,912.0,,teahouseowner,,Alive,191.0,,F,,,okoboretown;kuri;wanocountry,,tsuru,1.0,1.0,0.0
Turk,598.0,fakestrawhatcrew,pirate,eastblue,Alive,258.0,,X,,,,,turk,0.0,0.0,0.0
Tusk,1142.0,walrusschool,principal,,Alive,,,,,,elbaph,,tusk,0.0,0.0,0.0
Tyrannosaurus,323.0,iceburg,iceburg'spet,,Alive,,,,,,water7,,tyrannosaurus,0.0,0.0,0.0
UK,1029.0,kidpirates,pirate,,Unknown,,,,,,,,uk,0.0,0.0,0.0
Ulti,977.0,beastspirates,shinuchi,grandline,Alive,173.0,,XF,"Dragon-Dragon Fruit, Pachycephalosaurus Model",Ancient Zoan,,400000000.0,ulti,1.0,1.0,0.0
Ultra King,169.0,raindinners,assistant-manager,,Alive,,,,,,,,ultraking,0.0,0.0,0.0
Umit,860.0,underworld,shippingmagnate,,Alive,,,,,,,,umit,0.0,0.0,0.0
Uni,810.0,heartpirates,pirate,,Unknown,,,,,,,,uni,0.0,0.0,0.0
Unigaro,445.0,thrillerbarkpirates,wildzombie,,Deceased,,,,,,,,unigaro,0.0,0.0,0.0
Urashima,913.0,,sumowrestler,,Alive,,,,,,flowercapital;wanocountry,,urashima,0.0,0.0,0.0
Urban,1089.0,marines,viceadmiral,,Alive,,,,,Paramecia,,,urban,1.0,0.0,0.0
Urouge,498.0,fallenmonkpirates,piratecaptain,skyisland,Alive,388.0,,S,,,ballonterminal,108000000.0,urouge,0.0,0.0,0.0
Ushiano,905.0,revolutionaryarmy,westarmydeputycommander,,Alive,,,,,,baltigo,,ushiano,0.0,0.0,0.0
Usopp,23.0,strawhatpirates,sniper,eastblue,Alive,174.0,,S,,,syrupvillage,30000000.0,usopp,1.0,0.0,0.0
Uta,1055.0,redhairpirates,singer,,Unknown,169.0,,XF,Sing-Sing Fruit,Paramecia,elegia,,uta,0.0,0.0,0.0
Uweshall Notpass,548.0,,marinerearadmiral,,Alive,,,,,,,,uweshallnotpass,0.0,0.0,0.0
Uzu,658.0,,,,Alive,,,,,,,,uzu,0.0,0.0,0.0
Uzuki Tempura,1024.0,,samurai,grandline,Deceased,334.0,,X,,,wanocountry,,uzukitempura,0.0,0.0,0.0
Van Augur Van Ogre Van Auger,222.0,blackbeardpirates,pirate,eastblue,Alive,340.0,,X,Warp-Warp Fruit,Paramecia,hachinosu,64000000.0,vanaugurvanogrevanauger,0.0,0.0,0.0
Vander Decken,606.0,flyingdutchman,captain,,Deceased,,,,,,,,vanderdecken,0.0,0.0,0.0
Vander Decken IX,606.0,flyingpirates,pirate,grandline,Alive,352.0,,XF,Mark-Mark Fruit,Paramecia,flyingdutchman,,vanderdeckenix,0.0,0.0,0.0
Vasco Shot,575.0,blackbeardpirates,pirate,southblue,Alive,573.0,,X,Glug-Glug Fruit,Paramecia,hachinosu,,vascoshot,0.0,0.0,0.0
Vergo,671.0,donquixotepirates,pirateeliteofficer,northblue,Deceased,247.0,,X,,,downsg-5,,vergo,1.0,1.0,0.0
Verree Finework,325.0,,appraiser,,Alive,,,,,,water7,,verreefinework,0.0,0.0,0.0
Victimothy Crucifixio,594.0,,pirate,,Unknown,,,,,,,,victimothycrucifixio,0.0,0.0,0.0
Victoria Broth Splatterina,,,,,Deceased,,,,,,southblue,,victoriabrothsplatterina,0.0,0.0,0.0
Victoria Cindry,446.0,thrillerbarkpirates,actress,westblue,Deceased,188.0,,F,,,,,victoriacindry,0.0,0.0,0.0
Vinsmoke Ichiji,828.0,vinsmokefamily,prince,northblue,Alive,186.0,,S (RH-),,,,,vinsmokeichiji,0.0,0.0,0.0
Vinsmoke Judge,832.0,vinsmokefamily,kingofthegermakingdom,northblue,Alive,272.0,,S,,,,,vinsmokejudge,0.0,1.0,0.0
Vinsmoke Niji,828.0,vinsmokefamily,prince,northblue,Alive,185.0,,S (RH-),,,,,vinsmokeniji,0.0,0.0,0.0
Vinsmoke Reiju,826.0,vinsmokefamily,princess,northblue,Alive,173.0,,F,,,,,vinsmokereiju,0.0,0.0,0.0
Vinsmoke Sora,841.0,vinsmokefamily,queen,,Deceased,,,,,,,,vinsmokesora,0.0,0.0,0.0
Vinsmoke Yonji,825.0,vinsmokefamily,prince,northblue,Alive,194.0,,S (RH-),,,,,vinsmokeyonji,0.0,0.0,0.0
Viola,703.0,rikufamily,princessofdressrosa,grandline,Alive,178.0,,X,Glare-Glare Fruit,Paramecia,,,viola,0.0,0.0,0.0
Vista,552.0,whitebeardpirates,5thdivisioncommander,northblue,Alive,328.0,,X,,,,,vista,1.0,1.0,0.0
Vitan,553.0,whitebeardpirates,pirate,,Alive,,,,,,,,vitan,0.0,0.0,0.0
Vito,812.0,firetankpirates,pirate;advisor,westblue,Alive,242.0,,S,,,,95000000.0,vito,0.0,0.0,0.0
Wadatsumi,606.0,sunpirates,pirate,grandline,Alive,80.0,,F,,,,,wadatsumi,0.0,0.0,0.0
Wallace,552.0,spadepirates,pirate,,Alive,,,,,,,,wallace,0.0,0.0,0.0
Wallem,561.0,allyofthewhitebeardpirates,pirate,,Alive,,,,,,,,wallem,0.0,0.0,0.0
Wanda,804.0,mokomodukedom,musketeer,grandline,Alive,181.0,,F,,,zou,,wanda,0.0,0.0,0.0
Wang Zhi,957.0,rockspirates,pirate,,Unknown,,,,,,hachinosu,,wangzhi,0.0,0.0,0.0
Wanyudo,1005.0,beastspirates,gifter,,Alive,,,,Pug Smile,Artificial Zoan,,,wanyudo,0.0,0.0,0.0
Wanze,367.0,cp7,cipherpolagent,westblue,Alive,173.0,,F,,,,,wanze,0.0,0.0,0.0
Wapol,131.0,evilblackdrumkingdom,kingoftheevilblackdrumkingdom,grandline,Alive,207.0,,X,Munch-Munch Fruit,Paramecia,evilblackdrumkingdomdrumkingdom,,wapol,0.0,0.0,0.0
Warashi,269.0,shandia,shandiawarrior,,Alive,,,,,,,,warashi,0.0,0.0,0.0
Warney,804.0,wanda,,,Alive,,,,,,,,warney,0.0,0.0,0.0
Wellington,763.0,,pirate,,Unknown,,,,,,,10000000.0,wellington,0.0,0.0,0.0
Wheel,906.0,levely,prince,,Alive,,,,,,southfirekingdom,,wheel,0.0,0.0,0.0
Whitey Bay,556.0,whitebeardpirates,pirate,,Alive,,,,,,,,whiteybay,0.0,0.0,0.0
Who's-Who,977.0,beastspirates,shinuchi,northblue,Alive,336.0,,F,"Cat-Cat Fruit, Saber-Toothed Tiger Model",Ancient Zoan,udon,546000000.0,who's-who,1.0,1.0,0.0
WickaWicca,705.0,tontattatribescoutingunitstrawhatgrandfleet,scout,,Alive,,,,,,,,wickawicca,0.0,0.0,0.0
Wire,500.0,kidpirates,pirate,southblue,Unknown,,,,,,,,wire,0.0,0.0,0.0
Wolf,1142.0,walrusschool,gymteacher,,Alive,,,,,,elbaph,,wolf,0.0,0.0,0.0
Woop Slap,1.0,fooshavillage,mayor,eastblue,Alive,,,,,,fooshavillage,,woopslap,0.0,0.0,0.0
"Wreck ,Reck",1038.0,kidpirates,pirate,,Unknown,,,,,,,,"wreck,reck",0.0,0.0,0.0
Wyper,237.0,shandia,shandiawarrior,skyislands,Alive,183.0,,X,,,,,wyper,0.0,0.0,0.0
X. Drake,498.0,marines,captainofsword,northblue,Alive,233.0,,X,"Dragon-Dragon Fruit, Model: Allosaurus",Ancient Zoan,,222000000.0,x.drake,0.0,0.0,0.0
,,,,,,,,,,,,,,1.0,1.0,0.0
Yama,254.0,enel,commanderofthedivinesoldiers,skyislands,Unknown,366.0,,F,,,,,yama,0.0,0.0,0.0
Yamakaji,420.0,marines,viceadmiral,,Alive,,,,,,,,yamakaji,0.0,0.0,0.0
Yamato,971.0,ninja-pirate-mink-samuraialliance,,,Alive,263.0,,F,"Dog-Dog Fruit, Model: Okuchi-no-Makami",Mythical Zoan,wanocountry,,yamato,1.0,1.0,1.0
Yamenahare,436.0,marumieta,manservant,,Alive,,,,,,pucci,,yamenahare,0.0,0.0,0.0
Yamon,,rogerpirates,pirate,,Unknown,,,,,,,,yamon,0.0,0.0,0.0
Yarisugi,673.0,marines,commodore,,Alive,220.0,,,,,g-5,,yarisugi,0.0,0.0,0.0
Yasopp,1.0,redhairpirates,pirate,eastblue,Alive,183.0,,S,,,syrupvillage,,yasopp,1.0,0.0,0.0
Yatappe,952.0,ninja-pirate-mink-samuraialliance,yakuzaboss,,Alive,,,,,,,,yatappe,0.0,0.0,0.0
Yazaemon,931.0,beastspirates,ninja,wanocountry,Alive,180.0,,S,,,flowercapital;wanocountry,,yazaemon,0.0,0.0,0.0
Yeti Cool Brothers,665.0,caesarclown,mercenaries,grandline,Unknown,4250.0,,S (RH-),,,,,yeticoolbrothers,0.0,0.0,0.0
Yeti Cool Brothers,665.0,caesarclown,mercenaries,grandline,Unknown,4250.0,,S (RH-),,,,,yeticoolbrothers,0.0,0.0,0.0
Ylva,1134.0,walrusschool,student,,Alive,,,,,,elbaph,,ylva,0.0,0.0,0.0
Yokozuna,322.0,tom'sworkers,,,Alive,,,,,,water7,,yokozuna,0.0,0.0,0.0
Yomo,806.0,mokomodukedom,musketeer,,Alive,,,,,,,,yomo,0.0,0.0,0.0
York,1065.0,marinesworldgovernment,,grandline,Alive,482.0,,S,,,egghead,,york,0.0,0.0,0.0
Yorki,103.0,rumbarpirates,pirate,,Unknown,,,,,,,,yorki,0.0,0.0,0.0
Yosaku,42.0,johnny,bountyhunter,eastblue,Alive,185.0,,F,,,,,yosaku,0.0,0.0,0.0
Yoshimoto,157.0,,restaurantowner,,Alive,,,,,,,,yoshimoto,0.0,0.0,0.0
Yotsubane,269.0,shandia,shandiawarrior,,Alive,,,,,,,,yotsubane,0.0,0.0,0.0
Yu,98.0,,,eastblue,Alive,,,,,,loguetown,,yu,0.0,0.0,0.0
Yuey,966.0,rogerpirates,pirate,,Unknown,,,,,,,,yuey,0.0,0.0,0.0
Yuki,129.0,,,grandline,Unknown,,,,,,,,yuki,0.0,0.0,0.0
Yurusumaji Mask,,easteregg,pandaman'srival,,Alive,,,,,,,,yurusumajimask,0.0,0.0,0.0
Yuwana Myclose,1074.0,worldeconomynewspaper,newspapercolumnist,,Alive,,,,,,,,yuwanamyclose,0.0,0.0,0.0
Yves,738.0,doerenakingdom,pirate,,Alive,,,,,,,,yves,0.0,0.0,0.0
Zabo,241.0,,,,Deceased,,,,,,,,zabo,0.0,0.0,0.0
Zala,155.0,newspiderscafe,spiderscafeowner,grandline,Alive,187.0,,X,Spike-Spike Fruit,Paramecia,,35000000.0,zala,0.0,0.0,0.0
Zambai,324.0,frankyfamily,dismantler,grandline,Alive,227.0,,S,,,water7,,zambai,0.0,0.0,0.0
Zanki,991.0,beastspirates,,punkhazard,Alive,,,,,,onigashima,,zanki,0.0,0.0,0.0
Zayde,391.0,oharaarchaeologists,archaeologist,,Deceased,,,,,,,,zayde,0.0,0.0,0.0
Zeff,43.0,baratie,headchefofbaratie;piratecaptain,eastblue,Alive,189.0,,XF,,,baratie,,zeff,0.0,0.0,0.0
Zeo,611.0,newfish-manpirates,pirate,grandline,Alive,325.0,,X,,,fish-mandistrict,,zeo,0.0,0.0,0.0
Zepo,850.0,noxpirates,pirate,,Deceased,,,,,,,,zepo,0.0,0.0,0.0
Zeus,827.0,strawhatpirates,partner,grandline,Alive,232.0,,,,,sorceryclima-tact,,zeus,0.0,0.0,0.0
Zodia,553.0,whitebeardpirates,pirate,,Alive,,,,,,,,zodia,0.0,0.0,0.0
Zombie,,,,,,,,,,,,,zombie,0.0,0.0,0.0
Zombie,,,,,,,,,,,,,zombie,0.0,0.0,0.0
Zombie,,,,,,,,,,,,,zombie,0.0,0.0,0.0
Zukka,564.0,allyofthewhitebeardpirates,pirate,,Alive,,,,,,,,zukka,0.0,0.0,0.0
Zunesha,802.0,,,grandline,Alive,5.0,,,,,newworld,,zunesha,0.0,0.0,0.0
