name,apparition,affiliations,occupations,origin,status,age,birthday,height,weight,bloodtype,fruit.name,devilfruit.type,residence,bounty
Minorhinoceros,Chapter 532;Episode 433[1],Impel Down;World Government,Jailer Beast,,Alive,,March 1st[2],,,,,,,
Minoruba,Chapter 498;Episode 392[1],Sabaody Archipelago[1],Bounty Hunter[1],,Alive,,February 18th[2],,,,,,,
Minotaur (Viz);Minotaurus (Funimation),Chapter 525;Episode 422,Impel Down;World Government,Jailer Beast,,Alive,,March 4th[1],,,,,,,
Minozebra,Chapter 533;Episode 434[1],Impel Down;World Government,Jailer Beast,,Alive,,March 7th[2],,,,,,,
Misery,Chapter 1039;Episode 1066[1],Big Mom Pirates,Living Weapon; Servant,,Unknown,,,,,,,,,
,Chapter 324;Episode 229[1],,BullRental Salesman,,Alive,,,,,,,,Water 7,
Miss Katherina[1],Chapter 106;Episode 64[2],Baroque Works(Millions)[3],Bounty Hunter[4],East Blue[5],Alive,,March 23rd[5],,,,,,Cactus Island(Whisky Peak),
"Ms. Father's Day (VIZ, 4Kids)Miss Father's Day (Funimation)",Chapter 205;Episode 124[1],Baroque Works[1],Frontier Agent;Sniper[1],,Alive,,June 21st[2],,,,,,,
"Ms. Friday (VIZ, 4Kids)Miss Friday (Odex, Funimation)",Chapter 105;Episode 63[1],Baroque Works(former),Assassin(former),Grand Line[2],Alive,,January 21st[3],,,,,,,
Ms. MondayMiss Monday (WT100),Chapter 107;Episode 64[1],Baroque Works[1](former),Frontier Agent(former);[1]Bounty Hunter,Grand Line[3],Alive,,January 24th[2],,,,,,,
Ms. Mother's Day,Chapter 155(mentioned)[1],Baroque Works[1],Frontier Agent[1],,Alive,,,,,,,,,
Ms. Saturday,Chapter 155(mentioned)[1],Baroque Works[1],Frontier Agent[1],,Alive,,,,,,,,,
Ms. Thursday,Chapter 155(mentioned)[1],Baroque Works[1],Frontier Agent[1],,Alive,,,,,,,,,
Ms. Tuesday,Chapter 155(mentioned)[1],Baroque Works[1],Frontier Agent[1],,Alive,,,,,,,,,
Miyagi,Chapter 807;Episode 756[1],Mokomo Dukedom;Ninja-Pirate-Mink-Samurai Alliance(disbanded),Doctor[1],,Alive,,December 22nd[2],,,,,,Zou(Kurau City),
Mizerka,Chapter 978;Episode 982[1],,Shinuchi,,Alive,,,,,,GorillaSMILE,Artificial Zoan,,
Mizuira,"Chapter 391,Episode 275[1]",Ohara,Civilian,,Deceased,,,,,,,,,
Mizuuta Madaisky,"Chapter 487,Episode 379",Rumbar Pirates,Pirate,,Deceased,,,,,,,,,
Mizuuta Mawaritosky,"Chapter 488,Episode 379",Rumbar Pirates,Pirate,,Deceased,,,,,,,,,
Moai,Chapter 1040[1],Kid Pirates[1],Pirate[1],,Unknown,,,,,,,,,
McTreenald[1],Chapter 445;Episode 340[2],Thriller Bark Pirates[2],Wild Zombie,,Deceased,,,,,,,,,
Mocha,Chapter 657;Episode 582[1],,,Grand Line(New World)[2],Alive,9[2],June 28th[2],692 cm (22’8½”) (debut)[2],,S[2],,,,
Mochi,"Chapter 274,Episode 180",Angel Island,Child,,Alive,,,,,,,,,
Moda,"Chapter 278(cover);Episode 381(newspaper)[1],Episode 880",Revolutionary Army[2];G-2Base[3],Farmer,,Alive,,June 1st[5],,,,,,Lulusia Kingdom[4](former),
Mohji;Morji (Odex),Chapter 9;Episode 6[1],Cross Guild;[2]Buggy's Delivery;Buggy and Alvida Alliance;Buggy Pirates[3],Pirate;First Mate[3],East Blue[5],Alive,27 (debut)29 (after timeskip)[5],October 1st[4],"197 cm (6'6"")[5]",,S[5],,,Karai Bari Island,
Momonga,Chapter 420;Episode 302[1],MarinesG-1 Branch,Vice Admiral; Base Commander of G-1[2],Grand Line[2],Alive,46 (debut)48 (after timeskip)[2],June 6th[3],"251 cm (8'3"")[2]",,F[2],,,G-1,"At least ★★★★★(At least500,000,000)[4]"
"Momoo (4Kids, Viz, FUNimation);Morm (Odex)",Chapter 73;Episode 31[1],Arlong Pirates(former);[2]Caribou Pirates(former);Fake Straw Hat Crew(former),Arlong Pirates'pet(former);[2]Caribou Pirates' steed (former),Grand Line[5],Alive,14 (debut)16 (after timeskip)[5],April 9th[3],"36 m (118'1"")[4]",,S[5],,,,
Monda,Chapter 306;Episode 209[1],Foxy Pirates[1],Pet,,Alive,,April 3rd[2],,,,,,,
Monet,Chapter 657;Episode 581[1],Caesar Clown(espionage);Donquixote Pirates[2][3],Caesar's secretary (Undercover); Doflamingo's spy;[2]PirateOfficer[3],North Blue[4],Deceased,,August 27th[5],"227 cm (7'5¼"")[4]",,X[4],Snow-Snow Fruit,Logia,Punk Hazard(former);Dressrosa(former),
Mon-ji,Chapter 807;Episode 756[1],Mokomo Dukedom,,,Alive,,,,,,,,Zou(Kurau City),
,Chapter 926;Episode 918[1],Kouzuki Family;[1]Ninja-Pirate-Mink-Samurai Alliance[2],Samurai[3],,Alive,,,,,,,,Wano Country(Flower Capital)[1],
Monkey D. Dragon,Chapter 100;Episode 52[1],Revolutionary Army;[2]Clan of D.;Freedom Fighters(former);[3]Marines(defected)[4],Supreme Commander of the Revolutionary Army;[5][6]Former Captain of the Freedom Fighters,East Blue(Goa Kingdom)[6],Alive,53 (debut)55 (after timeskip)[6],October 5th[9],"256 cm (8'5"")[6]",,F[6],,,Baltigo(former)Dawn Island(former)Momoiro Island,Unknown[6]
Monkey D. Garp,Chapter 92(cover);Episode 68[1],Marines[2](semi-retired);[3]Clan of D.,Vice Admiral;[4][3]Instructor[5],East Blue(Goa Kingdom)[6],Alive,76 (debut)78 (after timeskip)[9],May 2nd[10],"287 cm (9'5"")[6]",,F[6],,,Foosha Village(former),"(3,000,000,000)[11]"
Monkey D. Luffy,Chapter 1;[1]Episode 1[2],"Straw Hat Pirates;Straw Hat Grand Fleet;Four Emperors;Clan of D.;Dadan Family(former);Baratie(temporary, former);[3]Impel Down(former);Ninja-Pirate-Mink-Samurai Alliance(disbanded)","Pirate Captain;[2]Emperor;[4]Senior Captain of the Grand Fleet; Prisoner (former); Chore Boy (temporary, former);[3]Bandit(former)",East Blue(Foosha Village)[1],Alive,7 (debut);17 (pre-timeskip);[11]19 (after timeskip)[12][13],May 5th (Children's Day)[14],"91 cm (3') (debut, child)[6]172 cm (5'8"") (pre-timeskip)[15]174 cm (5'9"") (after timeskip)[12][13]",,F[16],"Gum-Gum Fruit(Human-Human Fruit, Model: Nika)",Paramecia[24](Mythical Zoan)[25],Foosha Village (former);Mt. Colubo(former);Rusukaina(former),"3,000,000,000[17]1,500,000,000[18]500,000,000[19]400,000,000[20]300,000,000[21]100,000,000[22]30,000,000[23]"
Monster[1],Chapter 1;[2]Episode 489[3],Red Hair Pirates[4],Pirate;Senior Officer;Musician[5],East Blue[6],Alive,,October 31st[6],,,,,,,
"Mont Blanc Cricket (Viz),Montblanc Cricket (Uncut Funimation),Monbran Cricket (Edited Funimation),Mombran Cricket (4Kids)",Chapter 227;Episode 148[1],Saruyama Alliance; His original crew (former),Pirate;Captain,North Blue[2],Alive,41 (debut)43 (after timeskip)[2],September 11th[3],"242 cm (7'11"")[2]",,S[2],,,Lvneel(former)Jaya(former),"25,000,000[2]"
"Mont Blanc Noland (VIZ); Montblanc Noland (uncut Funimation); Monbran Noland (edited Funimation), Mombran Noland (4kids)",Chapter 286;Episode 187,Lvneel Kingdom,Explorer; Botanist;Admiral,North Blue,Deceased,,October 9th[1],"220 cm (7'2"")[2]",,S[2],,,,
Moody[1],Chapter 43;Episode 20[2],,,East Blue[3],Alive,,November 17th[3],,,,,,,
Moon Isaac Jr.,Chapter 966[1];Episode 969,Roger Pirates,Pirate,,Unknown,,,,,,,,,
,Chapter 906;Episode 884[1],Levely[2],King[1],,Alive,,,,,,,,Samba Kingdom[3],
Morgan,Chapter 4;Episode 2[1],"Marines(153rd Branch)[1](former, defected)",Marine Captain[2](former);Marine Lieutenant Commander(former);Marine Chief Petty Officer(former)[3],,Alive,42 (debut)44 (after timeskip)[4],April 13th[5],"285 cm (9'4"")[4]",,XF[4],,,Shells Town(153rd Branch) (former),
Morgans,Chapter 860;[1]Episode 828(silhouette);[2]Episode 830(actual)[1],World Economy News Paper;Underworld[3],World Economy News Paper President; Emperor of the Underworld[3],Grand Line[4],Alive,53[4],July 14th[5],"305 cm (10'0"")[4]",,XF[4],"Tweet-Tweet Fruit, Albatross Model(Crunchy subs)Bird-Bird Fruit, Model: Albatross(One Piece Official YouTube Channel)[6]",Zoan,,
Morley,Chapter 904;Episode 880[1],Revolutionary Army(West Army)[2],West Army Commander of the Revolutionary Army;[2]Pirate(former); Prisoner ofImpel Down(former)[3],West Blue[4],Alive,160[3],September 11th[4],"1253 cm (41'1"")[4]",,F[4],Push-Push Fruit,Paramecia,Baltigo(former);Momoiro Island,"293,000,000[4]"
Mornin,Chapter 23;[1]Episode of East Blue,,Mayor[2],East Blue(Syrup Village)[3],Alive,,October 15th[3],,,,,,Syrup Village,
Morollon,Chapter 905;Episode 882[1],,Queenof theTajine Kingdom[1],,Alive,,,,,,,,Tajine Kingdom[1],
Shaggy,Chapter 1134(voice)[1],,,,Alive,,,,,,,,,
Mosh,Chapter 1038;Episode 1065[1],Kid Pirates[1],Pirate[1],,Unknown,,,,,,,,,
Motobaro (Viz);Motobalo (FUNimation),Chapter 494;Episode 388[1],Rosy Life Riders,Duval's pet,Grand Line(Rural Village)[2],Alive,,August 19th[3],,,,,,,
Spots (Funimation);[1]Spotted Neptunian (OPCG),Chapter 101;Episode 55;[2]We Are!,Poseidon[3],,,Alive,,,,,,,,Calm Belt[2],
Mr. Motzel,Chapter 43;Episode 20[1],,,East Blue[2],Alive,,September 7th[2],,,,,,,
Mounbleten[1],Chapter 598;Episode 517[2],Fake Straw Hat Crew[2],Pirate[2],East Blue[3],Unknown,30[3],January 9th[3],"294 cm (9'7"")[3]",,XF[3],,,,
Mountain God,Chapter 960;Episode 960[1],Kouzuki Family[2],Retainer[3],,Unknown,,,,,,,,Wano Country,
Mountain Ricky,Chapter 313;[1]Episode 217[2],Foxy Pirates[1],Pirate,,Alive,,,,,,,,,
Mouse-Man,Chapter 915;Episode 901[1],Beasts Pirates[1],Gifter[1],,Alive,,,,,,MouseSMILE,Artificial Zoan,"Bakura Town,Kuri,Wano Country[1]",
Musse (Viz);Mousse (Funimation),Chapter 287;Episode 187[1],Shandia,Shandia Villager,,Deceased,,June 3rd[2],,,,,,,
,Chapter 961(cover)[1],,,,Alive,,,,,,,,Dressrosa,
Moyle[1],Chapter 272;Episode 178[2],Divine Squad[3],Member of the Divine Squad;Slave[3],,Unknown,,,,,,,,Upper Yard;Angel Island(former),
Mozambia,Chapter 234;Episode 151[1],Marines[1],Vice Admiral[1],,Alive,,,,,,,,,"At least ★★★★★(At least500,000,000)[2]"
Mozu and Kiwi,Chapter 329;Episode 233[1],Franky Family[2],Bartenders;[3]Dismantlers;Bounty Hunters[2],"Grand Line(Water 7, Slums)[4]",Alive,"19 (Mozu, debut);21 (Mozu, after timeskip)20 (Kiwi, debut);22 (Kiwi, after timeskip)[4]",January 7th (Mozu); September 1st (Kiwi)[5],"187 cm (6'1"")[4]",,F[4],,,Water 7,
Mr. 6,Chapter 155;Episode 91(mentioned)[1],Baroque Works[1],Frontier Agent,,Alive,,,,,,,,,
Mr. 7,SBS Volume 36;[1]Chapter 190;Episode 116[2](mentioned),Baroque Works,Frontier Agent,,Deceased,,,,,,,,,
Mr. 7,Chapter 205;Episode 124[1],Baroque Works,Frontier Agent(former);Sniper,,Alive,,,,,,,,,
Mr. 9,Chapter 103;Episode 62[1],Baroque Works[2](former),Frontier Agent(former);Bounty Hunter,Grand Line[3],Alive,,September 27th[3],,,,,,,
Mr. 10,Chapter 155(mentioned)[1],Baroque Works,Frontier Agent,,Alive,,,,,,,,,
Mr. 11,Chapter 128;Episode 79[1],Baroque Works[2],Frontier Agent[2],Grand Line[3],Deceased,,November 21st[3],,,,,,,
Mr. 12,Chapter 155(mentioned)[1],Baroque Works[1],Frontier Agent,,Alive,,,,,,,,,
Mr. 13,Chapter 105;Episode 63[1],Baroque Works(former),Assassin(former),Grand Line[3],Alive,,May 17th[2],,,,,,,
Mr. Beans,Chapter 106;Episode 64[1],Baroque Works(Millions)[2],Bounty Hunter[3],Grand Line[4],Alive,,February 24th[4],,,,,,Cactus Island(Whisky Peak),
Mr. Love,"Chapter 206,Episode 125[1]",Baroque Works(Billions);Rebel Army(ruse)[1],,,Alive,,,,,,,,,
Mr. Melow[1],Chapter 159;Episode 95[2],Baroque Works(Billions)[2],Bounty Hunter[2],,Alive,,,,,,,,,
Mr. Momora,Chapter 966;Episode 966[1],Roger Pirates,Pirate,,Unknown,,,,,,,,,
,,,,,,,,,,,Sapoten Graveyard,,,
Mr. Shimizu,Chapter 107;Episode 64[1],Baroque Works(Millions)[2],Bounty Hunter[3],Grand Line[4],Alive,,December 11th[4],,,,,,Cactus Island(Whisky Peak),
Notta Magician,Chapter 536;Episode 437[1],Impel Down[1],Doctor[1],,Alive,,,,,,,,,
Muginn,Chapter 1128[1],,,,Alive,,,,,,,,Land of Gods,
Muegren,Chapter 966;Episode 966[1],Roger Pirates,Pirate,,Unknown,,,,,,,,,
Sawyer Wayback,Chapter 707;Episode 637[1],,,,Alive,56[2],,,,,,,,
Mummy,Chapter 706;Episode 652[1],,Sorcerer[1],,Alive,,,,,,,,,
Mameemee (WT100),Chapter 79;Episode 35[1],World GovernmentOrphanage[2],Housemother[2],East Blue(Conomi Islands),Alive,,November 21st[3],,,,,,Cocoyasi Village,
Mjure[1],Chapter 223;Episode 146[2],Bellamy Pirates(former)[2],Doctor[2],,Unknown,,,,,,,,,
,Chapter 623;Episode 543[1],,,,Alive,,,,,,,,Foolshout Island,
,Chapter 960;Episode 960[1],,,,Unknown,,,,,,,,Wano Country,
Nako,Chapter 77;Episode 32[1],,Doctor[1],East Blue(Conomi Islands),Alive,,July 1st[2],,,,,,Cocoyasi Village[1],
Nami,Chapter 8;Episode 1[1]Chapter 1(cover),"Straw Hat Pirates;Straw Hat Grand Fleet;Arlong Pirates[2](defected);Ganzack Pirates(movie, former);Golden Lion Pirates(movie, former);[3]Ninja-Pirate-Mink-Samurai Alliance(disbanded)","Navigator; SeniorOfficer;[4]Thief;[5]Pirate Officer (Arlong Pirates, former);[2]Kunoichi(temporary)[6]",East Blue(Conomi Islands)[7],Alive,18 (debut)[13]20 (after timeskip)[14][15],July 3rd[16],"169 cm (5'7"") (debut)[17]170 cm (5'7"") (after timeskip)[14][15]",,X[18],,,"Oykot Kingdom(former)[8]Cocoyasi Village(former);Weatheria(former, temporary)","366,000,000[4]66,000,000[19]16,000,000[12]"
Namule,Chapter 552;Episode 461[1],Whitebeard Pirates[1],8th DivisionCommander;Pirate[1],Grand Line[3],Alive,,July 6th[2],,,,,,,
,Chapter 632(cover);[1]One Piece: Stampede[2],,,Cactus Island[1],Alive,,,,,,,,,
Nangi,Chapter 988;Episode 997[1],Beasts Pirates(Numbers),,,Alive,,,,,,,,Onigashima,
Napoleon,Chapter 651;Episode 571[1],Big Mom Pirates;[2]Rocks Pirates(former)[3],,Grand Line[4],Unknown,At least 38[6],December 2nd[7],"At least 848 cm (27'10"") (As a sword)[4]",,,,,Whole Cake Island,
Nash,Chapter 899;[1]Episode 885[2],New Giant Warrior Pirates,Goldberg's shield,,Alive,,,,,,,,,
,Chapter 906;Episode 884[1],Levely[2],King[2],,Alive,,,,,,,,Ringo Kingdom[3],
Natto,Chapter 164;Episode 100,Sand-Sand Clan,,,Alive,,,,,,,,Arabasta Kingdom,
Nay Mingheim,SBS Volume 94[1],Marines[1],Vice Admiral[1],,Alive,,,,,,,,,"At least ★★★★★(At least500,000,000)[2]"
Needle God,Chapter 1127[1],,,,Alive,,,,,,,,Land of Gods,
"Nefeltari Cobra (VIZ, Movie 8);Nefertari Cobra (Funimation, live-action series);Nefeltari Nebra (4Kids)",Chapter 142;Episode 91[1],Arabasta Kingdom;[1][2]Clan of D.,Kingof Arabasta[1][2],Grand Line(Arabasta Kingdom)[3],Deceased,"48 (debut)50 (after timeskip, at death)[3]",February 13th[4],"182 cm (6'0"")[3]",,F[3],,,"Alubarna, Arabasta",
Nefeltari D. Lily,Chapter 1084(silhouette);Episode 1118(silhouette)[1],Arabasta Kingdom;Nefertari Family;World Government;[1]Clan of D.,Queenof Arabasta[1],Grand Line(Arabasta Kingdom)[1],Deceased,,,,,,,,Arabasta Kingdom[1],
Nefeltari Titi,Chapter 215;Episode 129[1],ArabastaKingdom,Queen,,Deceased,,,,,,,,,
Nefeltari Vivi;[N 1]Vivi Nefertari;[N 2]Nefertari Vivi[N 3],Chapter 103;Episode 62[1],Arabasta Kingdom(Nefertari Family);Straw Hat Pirates(former);Baroque Works[1](double agent);[2]Clan of D.;Sand-Sand Clan(former)[3],Princessof Arabasta;Pirate(former);Bounty Hunter(former);Frontier Agent[1](former);[2]Sand-Sand Clan Vice-Leader (former)[3],Grand Line(Arabasta Kingdom)[4],Alive,16 (debut)[5]18 (after timeskip)[6],February 2nd[7],"169 cm (5'7"")[8]",,F[9],,,Arabasta Kingdom (Alubarna),
,Chapter 906;Episode 884[1],Levely[2],Queen[2],,Alive,,,,,,,,Gingaball Kingdom[3],
Maria Onion Bear (VIZ);Mrs. Negi (Funimation)Big Mama (4Kids),Chapter 133;Episode 80[1],,Housewife[2],Grand Line(Drum Island)[3],Alive,43 (debut)[2],November 14th[3],,,,,,Bighorn[1],
Cat ViperNekomamushi (WT100),Chapter 809;[1]Episode 756[2],Mokomo Dukedom;Guardians;[1]Kouzuki Family;[3]Ninja-Pirate-Mink-Samurai Alliance(disbanded);Nine Red Scabbards;[4]Roger Pirates(former);Whitebeard Pirates[5](former),Ruler of Mokomo Dukedom (former);[6]Guardian of the Whale Forest (former);[7]Retainer;[8]Samurai;[4]Pirate Apprentice(former),Grand Line(Mokomo Dukedom)[9],Alive,40[9],November 22nd[10],"522 cm (17'1"")[11]",,S[9],,,Zou(Whale Forest) (Former)[7]Wano Country,
Nekozaemon,Chapter 806;Episode 755[1],,,,Deceased,,,,,,,,,
,Chapter 948;Episode 947[1],Beasts Pirates[1],Waiter;Prisoner MineGuard[1],,Alive,,,,,,,,,
Neptune,Chapter 611;Episode 530[1],Neptune Family;Ryugu Kingdom[2][1],Captain of the Royal Guard (former);Kingof the Ryugu Kingdom[2][1],Grand Line(Ryugu Kingdom)[3],Alive,70[3],July 3rd[5],1220 cm (40')[3],,X[3],,,,
Nerine,Chapter 514;Episode 408[1],Kuja[1],Kuja warrior[1],Calm Belt(Amazon Lily)[2],Alive,,December 15th[2],,,,,,Amazon Lily,
Nero,Chapter 367;Episode 257[1],CP9[2](former),Cipher PolAgent[2](former),West Blue[3],Unknown,20 (debut)22 (after timeskip)[3],January 26th[4],"202 cm (6'7½"")[3]",,X[3],,,,
St. Imu,Chapter 1085;Episode 1119(mentioned)[1],World Government(First Twenty);[1]Nerona Family[2],Founder of theWorld Government[1],,Unknown,,,,,,,,Mary Geoise[2],
Nezumi;Rat (Odex),Chapter 69;Episode 31[1],Marines; Marine16th Branch[1],Marine Captain,East Blue[2],Alive,34 (debut)36 (after timeskip)[2],December 12th[2],"182 cm (5'11¾"")[2]",,XF[2],,,16th Branch,"At least ★(At least100,000,000)[3]"
Nico Olvia,Chapter 392;Episode 275[1],Ohara Archaeologists,Archaeologist[2],West Blue(Ohara)[3],Deceased,,February 6th[4],"186 cm (6'1"")[3]",,S[3],,,,"79,000,000[3]"
Nico Robin,Chapter 114;Episode 67[1],"Straw Hat Pirates;Straw Hat Grand Fleet;Baroque Works[1](defected);Foxy Pirates(filler, temporary);Ohara Archaeologists(former);Revolutionary Army(former, temporarily);Ninja-Pirate-Mink-Samurai Alliance(disbanded)","Archaeologist;[2]SeniorOfficer;[3]Geisha(temporary);[4]Assassin(former);[2]Baroque Works Vice President[1](former);Rain Dinnersmanager[5](former); Revolutionary (former, temporarily); Slave (former)",West Blue[6],Alive,28 (debut)[2][9]30 (after timeskip)[10][11],February 6th[12],"188 cm (6'2"") (debut, after timeskip)[13][10][11]",,S[14],Hana-Hana Fruit (4Kids);Flower-Flower Fruit (VIZ/Funimation),Paramecia,"Ohara(former);Arabasta(former);Baltigo(former, temporary)","930,000,000[3]130,000,000[15]80,000,000[7]79,000,000[16]"
Abscondo[1],Chapter 398;Episode 278[2],N/A,Citizen,,Alive,,,,,,,,,
,Chapter 980;Episode 986[1],Beasts Pirates,Gifter,,Alive,,,,,,CrabSMILE,Artificial Zoan,,
"Ichika, Nika, Sanka, Yonka, Yonka Two",Chapter 608;Episode 527[1],Neutral,,Grand Line(Ryugu Kingdom;Fish-Man Island),Alive,,,,,,,,Mermaid Cove(Coral Hill),
Nika,Chapter 1018(silhouette);Episode 1040(silhouette)[1],,,,Unknown,,,,,,,,,
"Gyoro, Nin, Bao",Chapter 449;Episode 343[1],Thriller Bark Pirates,Soldier Zombies[citation needed],,Deceased,,,,,,,,,
CarrotNinjin (Odex),Chapter 23;Episode 9[1],Usopp Pirates(disbanded)[1],PretendPirate(formerly)[1],East Blue(Gecko Islands),Alive,9 (debut)11 (after timeskip)[3],February 2nd[3],"127 cm (4'2"")[3]",,X[3],,,Syrup Village,
Ninth,Chapter 558[1],Ally of theWhitebeard Pirates[1],Pirate;Captain[1],,Alive,,,,,,,,,
Nitro,Chapter 651;Episode 571[1],Big Mom Pirates;Cacao Island[2],,,Alive,,,,,,,,,
"Domo-kun, Nnke-kun",God's Gift for the Future;Chapter 9,,,,Alive,,January 30th (Domo-kun)[1],,,,,,,
Aristocroc,Chapter 831;Episode 791[1],Big Mom Pirates[2],,,Alive,,October 17th[3],,,,,,Whole Cake Island[1],
,Chapter 948;Episode 947[1],Beasts Pirates[1],Waiter;Prisoner MineGuard[1],,Alive,,,,,,,,,
,Chapter 978;Episode 982[1],Beasts Pirates(Armored Division);Kurozumi Tama,Shinuchi[1],,Alive,,,,,,Japanese Stag BeetleSMILE,Artificial Zoan,,
,Chapter 936;Episode 932[1],Beasts Pirates[1],Waiter;Prisoner MineGuard[1],,Alive,,,,,,,,,
Nojiko,Chapter 70;Episode 31[1],,Mikan Farmer[1],East Blue(Oykot Kingdom)[2],Alive,20 (debut)[3]22 (after timeskip)[2],July 25th[4],"170 cm (5'7"")[2]",,S[2],,,Cocoyasi Village[1];Oykot Kingdom(former)[2],
Nola,Chapter 255;Episode 168[1],Shandia;Wagomuland,,,Alive,Over 400[4],March 10th[3],,"Over 40,000 tons (estimated)[5]",,,,,
Stray Fox[1],Chapter 598;Episode 518[2],Fake Straw Hat Crew[2],Pet,East Blue[3],Alive,13[3],April 10th[3],"103 cm (3'4"")[3]",,,,,,
,Chapter 940;Episode 937[1],,,,Alive,,,,,,,,"Ebisu Town,Wano Country[1]",
,Chapter 961;Episode 961[1],,Shaman (self-proclaimed)[2],,Unknown,,,,,,,,Wano Country(Flower Capital),
,Chapter 579[1],Ally of theWhitebeard Pirates[1],Pirate;Captain[1],,Alive,,,,,,,,,
Nubon,Chapter 711;Episode 641[1],Tontatta Kingdom[1];Tonta Corps;Straw Hat Grand Fleet,Pirate[2],,Alive,,,,,,,,,
Snott Mee[1],Chapter 37;[2]Episode 10[3],Black Cat Pirates[4],Shipwright;[4]Pirate[4],East Blue[5],Deceased,,July 18th[5],,,,,,,
Nure-Onna,Chapter 998;Episode 1013[1],Beasts Pirates[1],Gifter,,Alive,,,,,,Hognose SnakeSMILE,Artificial Zoan,,
Calicoach,Chapter 842;Episode 806[1],,Steed[1],,Alive,,May 28th[2],,,,,,Germa Kingdom[1],
,SBS Volume 110[1],,Fashion designer,,Alive,,,,,,,,Nagagutsu Kingdom,
Oars,Chapter 456;Episode 350[1],Thriller Bark Pirates,Special Zombie;[2]Leader of clan of evil giants (former)[3][4],North Blue[6],Deceased,,October 4th[7],"67 m (219'10"")[6]",102 t[8],F[6],,,,
Octopako,Chapter 203(cover);Episode 531‎[1],,,Grand Line(Ryugu Kingdom;Fish-Man Island),Alive,,August 5th[2],,,,,,Gyoverly Hills,
Wang Zhi,Chapter 957;Episode 958(mentioned)[1],Rocks Pirates(former)[1],Pirate[1],,Unknown,,,,,,,,Hachinosu(formerly),
Ohm,Chapter 241;Episode 155[1],God's Army(former),PriestofEnel[2](former),Sky Islands(Birka)[3],Unknown,27 (debut)29 (after timeskip)[3],March 25th[4],"189 cm (6'2"")[3]",,XF[3],,,,
,Chapter 909;Episode 890[1],,,,Alive,,,,,,,,Sphinx,
Oimo,Chapter 377;Episode 265[1],World Government[1](defected[2]);Giant Warrior Pirates[3],Pirate;[3]Gate Guardian[1](former[2]),Grand Line(Elbaph)[4],Alive,151 (debut)153 (after timeskip)[4],January 6th[5],"1600 cm (52'6"")[4]",,F[4],,,ElbaphEnies Lobby(former)Water 7(former),
,Chapter 960;Episode 960[1],,,,Unknown,,,,,,,,Wano Country,
Okame,Chapter 163;Episode 100[1],Sand-Sand Clan(former);Rebel Army[2],Rebel (former),,Alive,,,,,,,,Arabasta Kingdom,
Ryce[1],Chapter 224;Episode 146[2],Hokahoka Pirates[3],Pirate[3];First Mate[3],,Alive,,,,,,,,,
Olav,Chapter 1134[1],Walrus School[1],Student[1],,Alive,,,,,,,,Elbaph[1],
Crone Oli,Chapter 1076;Episode 1109[1],Red Hair Pirates[2],Pirate Captain[2],,Alive,,,,,,,,,
Oliva,"One Piece novel A, Volume 2[1]",Whitebeard Pirates(former)[1],Boss of Port Chibaralta Island (former)[1],,Alive,,,,,,,,Port Chibaralta Island(former)[1],
Ohmasa,Chapter 952;Episode 946[1],Ninja-Pirate-Mink-Samurai Alliance(disbanded),Yakuzaboss; Prisoner (former)[2];Samurai,,Alive,,,,,,,,,
Onigumo,Chapter 420;Episode 302[1],Marines[1],Vice Admiral[1],,Alive,,February 8th[2],,,,,,,"At least ★★★★★(At least500,000,000)[3]"
Onimaru,Chapter 936;Episode 932[1],Shimotsuki Family(Shimotsuki Ushimaru);Kouzuki Family(Kawamatsu)[3],Warrior Monk; Highway Robber;[2]Pet(former)[3],,Alive,69[4],November 19th[4],"428 cm (14'1"") (Human form)[4]",,X[4],,Mythical Zoan,Wano Country(Ringo),
Oran,"Chapter 391,Episode 275[1]",,,,Deceased,,,,,,,,,
Olombus (Former); Orlumbus,Chapter 704;[1]Episode 632[2],Yonta Maria Grand Fleet;[3]Straw Hat Grand Fleet;[4]Standing Kingdom[5],Captainof the Seventh Ship of theStraw Hat Grand Fleet;[4]Pirate;Admiral;[6]Adventurer(former),Grand Line(Standing Kingdom)[10],Alive,42[8],June 23rd[9],"480 cm (15'9"")[10]",,X[10],,,,"148,000,00098,000,000[10]"
